+0.0000000000e+00   +1.1156097031e+00   +9.9341464208e-01   +1.9365354275e+01   +1.4668694661e-01   
+1.0000000000e-03   +1.1155838987e+00   +9.9267506068e-01   +1.9236091752e+01   +1.4619656384e-01   
+2.0000000000e-03   +1.1155140530e+00   +9.9189629018e-01   +1.9106069820e+01   +1.4570163509e-01   
+3.0000000000e-03   +1.1154001686e+00   +9.9107836130e-01   +1.8975293614e+01   +1.4520213349e-01   
+4.0000000000e-03   +1.1152422502e+00   +9.9022130635e-01   +1.8843768296e+01   +1.4469803153e-01   
+5.0000000000e-03   +1.1150403039e+00   +9.8932515916e-01   +1.8711499058e+01   +1.4418930095e-01   
+6.0000000000e-03   +1.1147943378e+00   +9.8838995510e-01   +1.8578491122e+01   +1.4367591278e-01   
+7.0000000000e-03   +1.1145043615e+00   +9.8741573110e-01   +1.8444749739e+01   +1.4315783729e-01   
+8.0000000000e-03   +1.1141703864e+00   +9.8640252562e-01   +1.8310280189e+01   +1.4263504396e-01   
+9.0000000000e-03   +1.1137924259e+00   +9.8535037865e-01   +1.8175087781e+01   +1.4210750149e-01   
+1.0000000000e-02   +1.1133704946e+00   +9.8425933174e-01   +1.8039177851e+01   +1.4157517772e-01   
+1.1000000000e-02   +1.1129046095e+00   +9.8312942796e-01   +1.7902555765e+01   +1.4103803965e-01   
+1.2000000000e-02   +1.1123947888e+00   +9.8196071191e-01   +1.7765226917e+01   +1.4049605339e-01   
+1.3000000000e-02   +1.1118410526e+00   +9.8075322973e-01   +1.7627196728e+01   +1.3994918414e-01   
+1.4000000000e-02   +1.1112434228e+00   +9.7950702909e-01   +1.7488470648e+01   +1.3939739615e-01   
+1.5000000000e-02   +1.1106019231e+00   +9.7822215920e-01   +1.7349054153e+01   +1.3884065268e-01   
+1.6000000000e-02   +1.1099165787e+00   +9.7689867077e-01   +1.7208952747e+01   +1.3827891599e-01   
+1.7000000000e-02   +1.1091874167e+00   +9.7553661605e-01   +1.7068171961e+01   +1.3771214729e-01   
+1.8000000000e-02   +1.1084144659e+00   +9.7413604881e-01   +1.6926717353e+01   +1.3714030671e-01   
+1.9000000000e-02   +1.1075977567e+00   +9.7269702436e-01   +1.6784594506e+01   +1.3656335325e-01   
+2.0000000000e-02   +1.1067373215e+00   +9.7121959949e-01   +1.6641809033e+01   +1.3598124476e-01   
